docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
B103-128-013-1463736810;128-013;053-013;718;105-050;715;098-038;667;480
X2-150-025-1463737870;150-025;150-025;731;135-025;711;143-013;688;534
B103-180-050-1463733840;180-050;180-050;761;120-100;740;135-025;702;524
B108-090-100-1463733970;090-100;053-013;717;090-100;695;045-000;677;691
X5-090-025-1463738150;090-025;068-038;809;053-013;761;045-000;677;656
X20-165-000-1463737120;165-000;165-000;997;165-025;692;173-013;648;777
MB291-180-100-1463734480;180-100;180-100;1366;053-013;679;105-050;659;992
B105-098-038-1463737540;098-038;053-013;727;105-050;694;090-025;689;508
X3-120-025-1463737470;120-025;135-025;716;143-013;710;113-038;677;558
MB508-030-050-1463734790;030-050;030-050;1085;015-050;701;053-013;689;715
X3-105-025-1463736830;105-025;053-013;724;105-025;697;075-025;696;537
X3-105-025-1463736370;105-025;120-100;725;090-050;696;135-025;694;535
X2-150-025-1463737660;150-025;150-025;730;135-025;721;143-013;674;511
X2-135-025-1463733950;135-025;143-013;725;135-025;706;128-013;677;589
B103-180-050-1463734910;180-050;135-075;803;143-038;706;180-050;691;636
X22-105-075-1463735010;105-075;053-013;714;128-038;673;105-075;673;789
MB291-180-100-1463733900;180-100;180-100;1391;158-038;686;053-013;672;907
X24-045-075-1463733930;045-075;075-075;697;030-100;695;053-013;681;591
B103-180-050-1463733950;180-050;135-025;713;143-013;703;120-100;669;580
MB508-030-050-1463736520;030-050;030-050;1190;015-050;706;053-013;692;652
MB315-120-100-1463734290;120-100;120-100;860;090-100;669;105-050;647;451
X3-105-025-1463736620;105-025;143-013;715;105-000;707;053-013;685;683
X3-105-025-1463734730;105-025;120-100;725;090-050;696;135-025;694;535
B108-090-100-1463734750;090-100;090-100;767;053-013;725;060-050;699;483
B102-143-038-1463737680;143-038;143-038;732;150-100;715;180-050;680;674
MB508-030-050-1463733850;030-050;030-050;1080;015-050;689;053-013;682;718
B13-000-000-1463734250;000-000;000-000;1397;030-000;675;053-013;670;1427
MB315-120-100-1463737600;120-100;120-100;860;090-100;669;105-050;647;451
X6-030-025-1463738110;030-025;030-025;724;038-038;693;015-025;690;486
X4-075-025-1463736890;075-025;053-013;705;090-050;704;105-050;686;535
MB508-030-050-1463738130;030-050;030-050;1137;015-050;721;038-038;682;682
B100-173-038-1463738120;173-038;150-050;1235;173-038;857;143-013;686;951
X3-120-025-1463737490;120-025;120-100;813;135-025;701;105-025;674;477
B14-000-100-1463733930;000-100;000-100;1337;105-050;673;053-013;666;1046
X4-090-025-1463737940;090-025;053-013;725;105-050;701;075-025;686;482
B104-113-013-1463736750;113-013;143-013;704;113-013;701;053-013;676;585
MB17-090-050-1463734900;090-050;090-050;733;135-025;684;105-025;684;508
X24-045-075-1463733870;045-075;045-075;769;090-100;726;075-075;699;690
B100-150-000-1463734130;150-000;150-000;1424;165-000;743;135-000;662;1123
B13-000-000-1463734860;000-000;000-000;1418;180-025;665;053-013;662;1371
B107-068-013-1463736380;068-013;053-013;698;083-013;676;105-050;672;564
X24-045-075-1463734650;045-075;045-075;781;053-013;715;075-075;712;659
B14-000-100-1463734070;000-100;000-100;1337;105-050;673;053-013;666;1046
B14-000-100-1463734750;000-100;000-100;1371;038-038;666;105-050;665;948
X1-180-025-1463737800;180-025;165-025;709;143-013;691;180-025;684;687
B105-098-038-1463738150;098-038;105-025;699;083-013;698;053-013;696;623
B107-068-013-1463736660;068-013;053-013;713;083-013;701;105-025;688;656
X20-165-000-1463737030;165-000;165-000;910;173-013;711;135-000;693;834
B107-068-038-1463737940;068-038;053-013;706;030-050;706;045-000;696;755
B14-000-100-1463737750;000-100;000-100;1343;105-050;675;038-038;671;1023
B105-060-050-1463734190;060-050;090-100;714;053-013;695;075-075;695;625
B109-030-100-1463734880;030-100;030-100;1069;090-100;684;053-013;656;379
X21-135-000-1463736420;135-000;120-000;1026;135-000;859;143-013;685;932
X25-015-075-1463735020;015-075;015-075;1171;000-050;727;045-000;663;847
X3-120-025-1463737770;120-025;135-025;720;113-038;686;120-100;678;472
X5-090-025-1463737540;090-025;105-050;684;053-013;684;045-050;677;399
MB276-150-050-1463737790;150-050;150-050;1382;173-038;683;143-013;680;914
B106-083-013-1463736630;083-013;053-013;727;090-100;682;083-013;682;690
B101-090-000-1463734210;090-000;090-000;1428;030-000;947;060-000;774;1123
X5-090-025-1463737770;090-025;053-013;752;038-038;700;045-050;687;504
MB276-150-050-1463737940;150-050;150-050;1374;053-013;691;135-075;682;886
B100-150-000-1463734600;150-000;150-000;1412;120-000;785;173-038;694;1219
X1-165-025-1463736400;165-025;165-025;725;143-013;695;165-050;690;762
X24-045-075-1463734920;045-075;090-100;700;053-013;679;045-025;678;654
B109-038-038-1463737660;038-038;038-038;721;015-025;695;053-013;692;559
B109-030-100-1463734480;030-100;030-100;1004;090-100;680;053-013;650;409
X24-045-075-1463734530;045-075;045-075;777;075-075;700;053-013;686;656
B109-030-100-1463734410;030-100;030-100;1062;090-100;740;030-000;665;382
X8-023-038-1463738180;023-038;060-000;793;038-038;686;053-013;685;748
X4-075-025-1463734560;075-025;053-013;722;105-050;700;075-025;693;455
B11-180-000-1463736450;180-000;180-000;1437;143-013;680;053-013;672;1276
B17-060-000-1463736760;060-000;060-000;1099;068-038;714;053-013;707;786
X6-030-025-1463738080;030-025;030-000;722;015-050;695;023-013;679;703
B104-113-038-1463737750;113-038;113-038;708;128-038;688;180-050;681;649
B13-000-000-1463736710;000-000;000-000;1440;120-025;655;180-025;654;1267
X5-090-025-1463737740;090-025;053-013;728;105-050;712;090-025;710;454
B109-038-013-1463736510;038-013;053-013;742;090-025;710;090-100;698;481
B100-150-000-1463734510;150-000;150-000;1350;165-000;738;135-075;653;1133
B107-068-013-1463737140;068-013;105-050;728;053-013;706;098-013;697;279
B16-120-000-1463738100;120-000;120-000;1088;143-013;705;053-013;675;880
X7-183-038-1463737790;183-038;143-013;715;143-038;695;135-050;680;740
X2-135-025-1463734170;135-025;135-025;779;143-013;668;120-025;667;518
B106-000-050-1463734140;000-050;015-050;778;023-013;675;038-038;670;644
MB315-120-100-1463734960;120-100;120-100;917;135-025;666;090-100;654;423
B102-143-013-1463737050;143-013;135-025;711;105-000;699;120-025;690;588
X24-045-075-1463734940;045-075;045-075;942;090-000;868;090-100;674;678
X5-090-025-1463737950;090-025;053-013;725;090-025;716;090-100;700;455
B100-150-000-1463734460;150-000;150-000;1587;150-050;983;173-038;693;1282
B101-090-000-1463734580;090-000;090-000;1772;060-000;823;030-050;739;1050
MB17-090-050-1463737510;090-050;053-013;724;090-100;719;105-025;699;567
B102-030-000-1463734550;030-000;030-000;1368;090-100;696;083-013;675;876
X6-015-025-1463736360;015-025;038-038;703;015-025;687;015-050;678;617
B102-143-038-1463738070;143-038;165-025;740;143-038;692;143-013;690;803
X1-180-025-1463737980;180-025;165-025;741;143-013;709;180-025;679;663
B107-068-013-1463736760;068-013;053-013;698;083-013;676;105-050;672;564
X20-165-075-1463734290;165-075;135-075;709;165-075;689;150-050;684;839
B105-098-013-1463736600;098-013;083-013;789;098-013;723;135-025;666;494
X3-105-025-1463734370;105-025;090-100;766;120-100;706;105-025;698;508
B13-000-000-1463737580;000-000;000-000;1397;053-013;656;105-050;651;1290
B100-173-038-1463738140;173-038;150-050;764;135-075;721;143-038;696;842
X8-023-038-1463737640;023-038;060-000;824;053-013;702;038-038;695;717
X2-135-025-1463733890;135-025;150-025;754;135-025;754;113-038;660;430
X1-165-025-1463734180;165-025;143-013;717;180-025;697;165-025;678;765
B104-113-013-1463737060;113-013;135-025;700;113-038;694;143-013;690;527
X21-135-050-1463737740;135-050;135-025;725;143-013;719;180-050;681;614
B17-060-000-1463734790;060-000;060-000;1103;023-038;698;053-013;696;783
X2-135-025-1463733810;135-025;135-025;691;105-025;685;053-013;679;480
MB508-030-050-1463734940;030-050;030-050;1134;053-013;706;015-050;687;684
X1-180-025-1463738000;180-025;143-013;711;180-025;702;165-025;669;731
B106-083-013-1463736730;083-013;053-013;733;090-100;706;105-025;702;691
B100-173-013-1463736860;173-013;158-038;732;158-013;697;173-038;694;688
B13-000-000-1463734370;000-000;000-000;1410;030-000;693;053-013;666;1377
MB276-150-050-1463736940;150-050;150-050;847;143-038;674;053-013;672;915
B101-090-000-1463734490;090-000;090-000;1728;060-000;793;030-050;712;1091
MB291-180-100-1463737060;180-100;180-100;1444;053-013;671;143-013;666;883
X1-165-025-1463734810;165-025;143-013;723;165-025;697;053-013;671;740
X5-045-025-1463735090;045-025;053-013;703;045-000;691;038-038;691;688
B107-068-038-1463738210;068-038;068-038;847;053-013;700;045-000;689;823
X21-135-000-1463736600;135-000;135-000;886;165-000;768;143-013;675;832
MB315-120-100-1463737920;120-100;120-100;700;105-050;665;135-025;646;351
MB315-120-100-1463737000;120-100;120-100;860;090-100;669;105-050;647;451
MB315-120-100-1463734070;120-100;120-100;917;135-025;666;090-100;654;423
X20-165-050-1463737730;165-050;173-013;726;165-025;725;165-050;678;710
X7-183-013-1463736780;183-013;143-013;723;165-025;713;180-025;679;698
B100-173-013-1463736550;173-013;173-013;702;165-050;690;143-013;687;829
X24-045-050-1463737560;045-050;015-025;783;053-013;705;150-050;701;339
MB276-150-050-1463734100;150-050;150-050;1382;173-038;683;143-013;680;914
X22-105-050-1463737530;105-050;105-050;700;053-013;692;090-025;678;425
X1-165-025-1463734900;165-025;143-013;741;165-050;672;120-025;665;704
B103-128-038-1463737750;128-038;143-038;703;143-013;700;128-038;678;778
B108-053-013-1463736530;053-013;053-013;750;090-025;700;105-050;697;508
X24-045-075-1463735080;045-075;045-075;919;090-100;701;053-013;692;723
X1-165-025-1463736760;165-025;165-025;746;173-038;739;158-013;682;745
X24-045-050-1463737740;045-050;053-013;713;045-050;698;105-050;690;326
B100-173-038-1463737670;173-038;173-038;841;165-050;684;143-013;683;907
X8-023-013-1463736480;023-013;015-050;751;038-038;680;030-050;669;678
B16-120-000-1463734630;120-000;120-000;1371;143-013;692;120-025;661;870
X3-105-025-1463734650;105-025;120-100;765;090-050;733;105-025;681;507
X6-015-025-1463734950;015-025;015-025;826;015-050;738;053-013;668;483
X4-075-025-1463734240;075-025;053-013;736;075-025;705;075-050;704;398
MB291-180-100-1463737660;180-100;180-100;1534;053-013;665;023-038;663;750
X24-045-050-1463737860;045-050;053-013;730;075-075;720;090-100;697;509
MB17-090-050-1463734230;090-050;090-050;774;053-013;692;105-050;691;481
B107-150-100-1463733950;150-100;150-100;821;135-075;698;143-038;674;566
X22-105-075-1463735000;105-075;128-038;699;143-038;680;053-013;678;783
B11-180-000-1463737830;180-000;180-000;1410;120-000;721;143-013;679;1328
B103-180-050-1463734150;180-050;135-025;795;120-025;666;143-013;666;492
B16-120-000-1463737590;120-000;120-000;1099;143-013;697;165-050;664;870
B106-000-050-1463734170;000-050;000-050;933;015-050;748;038-038;661;674
B101-158-038-1463737950;158-038;158-038;752;150-025;687;165-050;673;592
B101-090-000-1463734310;090-000;090-000;1761;120-000;910;060-000;722;1214
B11-180-000-1463733860;180-000;180-000;1437;143-013;680;053-013;672;1276
B16-120-000-1463738070;120-000;120-000;1007;165-050;684;173-038;680;950
X23-075-050-1463737640;075-050;053-013;746;075-050;678;075-000;671;566
MB291-180-100-1463734700;180-100;180-100;1490;053-013;661;023-038;661;836
X22-105-075-1463734590;105-075;143-038;728;128-038;681;113-038;665;740
B101-090-000-1463734030;090-000;090-000;946;030-050;870;068-038;820;892
B104-120-050-1463734900;120-050;113-038;682;135-025;675;143-013;674;587
B17-060-000-1463735090;060-000;060-000;1149;053-013;702;038-038;693;752
X3-105-025-1463736460;105-025;105-025;726;053-013;718;090-100;698;626
X5-045-025-1463737040;045-025;053-013;713;083-013;701;105-025;688;656
MB291-180-100-1463737880;180-100;180-100;1460;053-013;667;083-013;658;846
MB315-120-100-1463733870;120-100;120-100;750;105-050;667;090-100;663;427
MB315-120-100-1463738130;120-100;120-100;860;090-100;669;105-050;647;451
X25-015-075-1463734670;015-075;015-075;870;053-013;684;105-050;636;682
X5-045-025-1463734850;045-025;015-050;702;030-050;694;053-013;685;654
B101-158-038-1463738120;158-038;158-038;810;135-025;700;158-013;667;598
MB276-150-050-1463737500;150-050;150-050;1333;173-038;702;135-075;690;881
B103-128-038-1463737810;128-038;150-100;749;143-038;715;128-038;684;644
X1-165-025-1463734950;165-025;143-013;729;135-025;676;165-025;668;636
X8-023-013-1463736410;023-013;015-025;724;038-038;716;015-050;712;584
X6-015-025-1463734500;015-025;015-025;867;015-050;751;045-025;646;399
X20-165-075-1463734640;165-075;165-075;787;150-100;676;090-100;668;731
B11-180-000-1463736860;180-000;180-000;1395;165-000;679;143-013;671;1273
B107-150-100-1463734350;150-100;150-100;768;090-100;696;143-038;674;643
B102-030-000-1463733950;030-000;060-000;965;090-000;752;045-075;741;895
X7-183-013-1463736490;183-013;165-025;741;143-013;709;180-025;679;663
MB291-180-100-1463734520;180-100;180-100;1466;053-013;674;023-038;671;907
B109-038-038-1463737840;038-038;038-038;727;053-013;688;105-050;682;558
X20-165-075-1463734350;165-075;165-075;1373;143-038;673;053-013;668;794
X2-135-025-1463736970;135-025;135-025;706;128-013;683;143-013;683;527
B16-120-000-1463737510;120-000;120-000;1099;143-013;697;165-050;664;870
B104-113-013-1463736820;113-013;113-013;703;053-013;700;143-013;696;618
B107-068-013-1463736710;068-013;053-013;692;105-050;691;038-038;678;532
X3-120-025-1463738210;120-025;135-025;706;105-025;705;143-013;693;563
B104-120-050-1463733810;120-050;135-025;705;105-025;700;053-013;697;592
B108-090-100-1463734120;090-100;053-013;735;090-100;721;060-050;681;567
B106-000-050-1463734010;000-050;015-050;783;045-025;655;030-100;648;583
X4-075-025-1463733960;075-025;105-050;719;053-013;712;075-025;689;452
B102-030-000-1463734930;030-000;030-000;1567;053-013;659;015-050;659;914
MB291-180-100-1463736740;180-100;180-100;1539;053-013;671;023-038;669;818
MB291-180-100-1463734070;180-100;180-100;1512;023-038;669;053-013;665;859
B102-030-000-1463734310;030-000;030-000;915;015-050;678;053-013;669;798
X2-150-025-1463737540;150-025;158-038;721;150-025;691;143-013;687;619
X1-165-025-1463733800;165-025;165-025;762;143-038;710;165-050;680;764
X5-045-025-1463735030;045-025;053-013;701;068-038;688;038-038;685;563
MB291-180-100-1463737080;180-100;180-100;1368;053-013;675;143-013;664;1063
X2-150-025-1463737460;150-025;150-025;735;135-025;713;183-013;680;504
MB508-030-050-1463737630;030-050;030-050;1134;053-013;706;015-050;687;684
X24-045-075-1463734960;045-075;045-075;921;015-050;677;105-075;676;752
MB276-150-050-1463734130;150-050;150-050;1278;173-038;714;143-013;679;920
MB291-180-100-1463733850;180-100;180-100;1346;053-013;672;143-013;663;1036
B106-000-050-1463734690;000-050;000-050;883;015-050;695;015-075;672;695
X22-105-000-1463736380;105-000;105-000;724;053-013;709;105-050;673;558
MB17-090-050-1463734370;090-050;090-050;742;053-013;708;105-050;698;508
X3-105-025-1463734290;105-025;135-025;706;105-025;705;143-013;693;563
B100-150-000-1463733970;150-000;150-000;1541;165-000;725;173-038;705;1157
X3-105-025-1463737130;105-025;135-025;710;143-013;694;113-038;692;588
B104-120-050-1463733980;120-050;135-025;716;143-013;709;113-038;691;587
X4-075-025-1463734310;075-025;075-025;713;105-050;706;053-013;688;424
X1-165-025-1463734940;165-025;143-038;702;165-025;677;143-013;677;739
B109-038-013-1463737080;038-013;053-013;750;068-038;687;090-100;680;690
B17-060-000-1463733880;060-000;060-000;1149;053-013;702;038-038;693;752
X24-045-075-1463734840;045-075;090-100;737;053-013;724;075-075;706;628
X21-135-050-1463737590;135-050;143-013;705;090-100;690;053-013;685;711
B100-173-013-1463736610;173-013;135-000;708;173-013;704;180-025;672;656
B106-000-050-1463734430;000-050;000-050;1265;015-050;699;038-038;636;623
B14-000-100-1463734950;000-100;000-100;1382;068-038;676;038-038;670;971
MB17-090-050-1463734770;090-050;053-013;733;090-050;700;105-050;692;538
B103-128-038-1463737910;128-038;150-050;804;135-075;712;053-013;674;847
X6-030-025-1463737520;030-025;038-038;741;053-013;687;015-025;676;616
B11-180-000-1463737810;180-000;180-000;1437;143-013;680;053-013;672;1276
B13-000-000-1463737760;000-000;000-000;1431;053-013;658;180-025;655;1322
X2-150-025-1463738120;150-025;150-025;754;135-025;754;113-038;660;430
MB508-030-050-1463734950;030-050;030-050;1190;015-050;706;053-013;692;652
MB276-150-050-1463734850;150-050;150-050;1411;053-013;687;173-038;668;956
MB508-030-050-1463734270;030-050;030-050;1190;015-050;706;053-013;692;652
X7-183-038-1463738200;183-038;173-038;731;143-013;702;165-050;701;881
B100-173-013-1463736540;173-013;173-013;736;165-025;704;165-050;683;750
X5-045-025-1463737010;045-025;053-013;709;090-100;687;045-025;684;626
B102-030-000-1463734630;030-000;030-000;1572;045-075;730;090-000;687;921
B102-143-038-1463738180;143-038;143-038;756;135-075;689;150-100;673;734
B17-060-000-1463734540;060-000;060-000;1050;053-013;705;068-038;682;823
B104-113-038-1463737450;113-038;180-050;724;113-038;707;120-100;697;556
MB508-030-050-1463738190;030-050;030-050;1107;015-050;717;053-013;713;648
MB315-120-100-1463735000;120-100;120-100;800;105-050;675;135-025;664;400
X21-135-075-1463734120;135-075;135-075;770;143-038;702;143-013;661;770
B103-128-038-1463737770;128-038;143-013;705;135-050;680;128-038;680;715
B107-068-038-1463737680;068-038;068-038;879;053-013;700;045-000;665;820
X21-135-075-1463734420;135-075;135-075;723;150-050;707;173-038;699;840
B102-030-000-1463734320;030-000;030-000;1582;053-013;668;090-100;666;845
B13-000-000-1463737570;000-000;000-000;1424;000-050;688;015-000;665;1261
X3-120-025-1463737980;120-025;113-038;706;120-100;699;135-025;695;555
MB508-030-050-1463734740;030-050;015-050;765;053-013;702;038-038;688;558
X25-015-000-1463737030;015-000;015-000;1028;053-013;670;038-038;668;806
B109-030-100-1463734670;030-100;030-100;890;053-013;663;090-100;646;399
B109-030-100-1463735050;030-100;030-100;744;015-050;681;053-013;660;469
B13-000-000-1463736490;000-000;000-000;1421;053-013;665;180-025;664;1354
B17-060-000-1463734700;060-000;060-000;1096;053-013;699;083-013;682;788
X1-165-025-1463734230;165-025;165-025;738;143-013;704;165-050;687;732
B101-090-000-1463733820;090-000;090-000;1227;068-038;752;143-013;688;966
B104-120-050-1463733930;120-050;135-025;716;143-013;709;113-038;691;587
B13-000-000-1463733970;000-000;000-000;1410;030-000;693;053-013;666;1377
MB276-150-050-1463738030;150-050;150-050;1333;173-038;702;135-075;690;881
X21-135-000-1463736630;135-000;135-000;920;165-000;808;143-013;665;790
B105-098-038-1463738030;098-038;083-013;741;105-025;685;143-013;684;653
X2-150-025-1463738180;150-025;150-025;726;183-013;695;143-013;665;497
X4-075-025-1463736600;075-025;053-013;759;090-100;693;105-025;684;597
B100-173-013-1463737000;173-013;165-025;701;165-050;693;143-013;687;759
B14-000-100-1463734200;000-100;000-100;1341;105-050;671;038-038;664;997
MB17-090-050-1463738140;090-050;090-050;772;053-013;675;105-050;672;481
B103-128-038-1463737560;128-038;105-075;779;128-038;713;053-013;697;786
MB291-180-100-1463738190;180-100;180-100;1440;053-013;671;023-038;661;918
X3-105-025-1463736440;105-025;053-013;718;105-025;714;075-025;691;657
B103-128-013-1463737030;128-013;143-013;724;135-025;710;120-025;682;619
X5-045-025-1463736580;045-025;053-013;727;045-000;676;090-100;672;724
X6-015-025-1463736380;015-025;015-050;735;045-025;700;038-038;675;620
X1-180-025-1463737830;180-025;183-013;702;150-025;684;180-025;671;576
X6-015-025-1463737020;015-025;015-025;716;015-050;714;038-038;698;552
X4-075-025-1463736690;075-025;105-050;719;053-013;712;075-025;689;452
X4-075-025-1463734780;075-025;105-050;712;075-025;705;053-013;693;427
B104-113-038-1463738080;113-038;120-100;741;135-025;712;113-038;689;523
B109-038-038-1463738110;038-038;053-013;734;068-038;686;090-100;677;566
B16-120-000-1463734170;120-000;120-000;1310;143-013;688;053-013;675;912
B105-098-038-1463738190;098-038;053-013;725;105-050;694;098-038;678;533
X22-105-000-1463736610;105-000;083-013;722;143-013;689;105-000;688;684
B108-053-013-1463737070;053-013;053-013;734;090-100;703;105-025;687;626
X2-135-025-1463734430;135-025;113-013;703;053-013;700;143-013;696;618
X22-105-050-1463737950;105-050;105-050;729;053-013;704;075-025;692;422
B107-068-038-1463737600;068-038;068-038;795;053-013;727;143-013;691;753
MB315-120-100-1463734510;120-100;120-100;917;135-025;666;090-100;654;423
X2-135-025-1463737090;135-025;120-100;766;135-025;696;105-025;689;506
X20-165-075-1463734440;165-075;165-075;1212;135-075;719;143-038;683;830
B102-030-000-1463734760;030-000;030-000;1231;023-038;681;053-013;680;876
B104-120-050-1463735060;120-050;135-025;708;143-013;701;053-013;694;590
B11-180-000-1463738130;180-000;180-000;1425;053-013;682;090-100;675;1330
B17-060-000-1463736880;060-000;023-038;732;038-038;700;053-013;698;746
B102-030-000-1463734820;030-000;060-000;758;030-050;681;053-013;678;783
X8-023-038-1463738170;023-038;060-000;1103;023-038;698;053-013;696;783
X25-015-075-1463734690;015-075;015-075;1349;030-050;784;053-013;702;857
B16-120-000-1463734820;120-000;120-000;1135;143-013;698;053-013;687;843
X20-165-050-1463737510;165-050;143-013;692;053-013;683;165-050;669;836
B16-120-000-1463734080;120-000;120-000;1310;143-013;688;053-013;675;912
B108-090-100-1463734900;090-100;090-100;720;053-013;708;105-025;703;538
X22-105-000-1463736890;105-000;053-013;733;105-025;715;090-100;689;596
X20-165-000-1463736920;165-000;150-000;941;165-000;848;173-013;666;974
X21-135-075-1463734960;135-075;143-038;744;135-075;731;180-050;717;631
B13-000-000-1463734070;000-000;000-000;1410;030-000;693;053-013;666;1377
B16-120-000-1463733820;120-000;120-000;1095;143-013;686;053-013;685;874
B107-068-013-1463736470;068-013;053-013;722;090-025;710;105-050;697;479
MB315-120-100-1463734610;120-100;120-100;816;090-100;647;143-013;644;475
MB276-150-050-1463734480;150-050;150-050;1411;053-013;687;173-038;668;956
B106-000-050-1463734530;000-050;000-050;816;015-075;745;015-050;695;709
X23-075-075-1463734180;075-075;053-013;730;075-075;720;090-100;697;509
X20-165-050-1463737450;165-050;120-000;1140;143-013;709;165-050;668;839
X8-023-013-1463736540;023-013;015-050;774;015-025;667;038-038;659;607
B107-150-100-1463734750;150-100;150-100;746;128-038;691;113-038;687;647
B16-120-000-1463733950;120-000;120-000;1222;143-013;699;053-013;677;880
B13-000-000-1463734640;000-000;000-000;1431;053-013;658;180-025;655;1322
B11-180-000-1463734030;180-000;180-000;1422;090-100;674;053-013;671;1277
B103-180-050-1463734220;180-050;180-050;711;135-075;686;135-025;681;616
B14-000-100-1463737930;000-100;000-100;1381;068-038;670;105-050;665;946
MB17-090-050-1463737530;090-050;090-050;772;053-013;675;105-050;672;481
B104-120-050-1463734870;120-050;105-025;704;113-038;690;135-025;686;592
B16-120-000-1463737920;120-000;120-000;1126;173-038;703;143-013;692;956
MB276-150-050-1463734660;150-050;150-050;1382;173-038;683;143-013;680;914
X7-183-013-1463736540;183-013;150-025;726;183-013;695;143-013;665;497
MB276-150-050-1463734900;150-050;150-050;1382;173-038;683;143-013;680;914
MB291-180-100-1463737730;180-100;180-100;1368;053-013;675;143-013;664;1063
MB315-120-100-1463734050;120-100;120-100;810;090-100;683;105-025;678;479
B100-150-000-1463734700;150-000;150-000;1541;165-000;770;135-000;679;1082
B109-038-038-1463737970;038-038;038-038;723;053-013;681;105-050;676;617
B107-068-013-1463736730;068-013;105-050;709;053-013;677;098-013;657;426
MB276-150-050-1463737710;150-050;150-050;782;135-075;699;143-013;686;872
X5-045-025-1463734870;045-025;015-050;709;045-025;699;053-013;684;653
X22-105-075-1463734450;105-075;105-075;807;128-038;700;053-013;686;787
B102-030-000-1463734940;030-000;030-000;1485;015-000;708;053-013;671;907
X5-045-025-1463734840;045-025;045-025;691;023-013;688;015-050;686;717
B102-143-038-1463737560;143-038;135-075;803;143-038;723;143-013;675;703
B100-173-013-1463736750;173-013;135-000;859;173-013;705;165-050;673;886
X21-135-000-1463737000;135-000;135-000;800;173-013;699;143-013;689;787
B17-060-000-1463737030;060-000;060-000;1149;053-013;702;038-038;693;752
X22-105-075-1463734000;105-075;053-013;705;143-013;700;120-050;681;754
MB17-090-050-1463734520;090-050;090-050;703;053-013;700;105-025;682;536
B102-143-038-1463737470;143-038;143-038;722;135-075;702;143-013;693;704
B102-143-013-1463736680;143-013;143-013;724;135-025;698;120-050;680;684
X6-015-025-1463734150;015-025;015-025;862;015-050;691;053-013;672;382
MB276-150-050-1463737970;150-050;150-050;1333;173-038;702;135-075;690;881
B106-000-050-1463733940;000-050;000-050;1132;015-050;719;015-075;662;704
B103-128-013-1463736560;128-013;143-013;742;180-025;674;135-050;668;672
B14-000-100-1463738120;000-100;000-100;1337;105-050;673;053-013;666;1046
X1-165-025-1463736610;165-025;165-025;724;143-013;704;165-050;693;730
X4-075-025-1463734570;075-025;075-025;757;105-050;709;053-013;680;398
X23-075-075-1463734800;075-075;090-100;783;053-013;733;075-075;682;568
X23-075-000-1463736710;075-000;090-100;756;053-013;727;105-025;691;568
B102-030-000-1463734980;030-000;015-000;968;030-000;843;015-050;663;856
B11-180-000-1463737130;180-000;180-000;1425;053-013;682;090-100;675;1330
MB276-150-050-1463734590;150-050;150-050;1355;068-038;690;053-013;689;997
X6-015-025-1463734320;015-025;015-025;920;015-050;700;038-038;668;430
B106-000-050-1463734970;000-050;000-050;1056;015-075;810;015-050;669;803
B104-113-013-1463736480;113-013;113-013;713;143-013;690;135-025;684;554
B106-083-013-1463736890;083-013;083-013;735;038-038;708;098-013;698;518
X4-075-025-1463734350;075-025;105-050;731;053-013;696;098-013;694;398
X7-183-013-1463736560;183-013;165-025;698;180-025;689;143-013;685;655
X25-015-075-1463734640;015-075;015-075;1366;000-050;736;090-100;648;814
B16-120-000-1463736590;120-000;120-000;1099;143-013;697;165-050;664;870
X24-045-075-1463734830;045-075;053-013;727;045-000;676;090-100;672;724
B109-038-013-1463736450;038-013;090-100;751;053-013;742;090-050;696;539
X2-150-025-1463738210;150-025;150-025;763;183-013;680;135-025;664;471
MB315-120-100-1463737760;120-100;120-100;813;113-038;668;135-025;665;477
B100-173-013-1463736520;173-013;173-013;723;165-025;708;158-013;675;701
B17-060-000-1463738040;060-000;060-000;1149;053-013;702;038-038;693;752
B13-000-000-1463734630;000-000;000-000;1397;030-000;675;053-013;670;1427
X2-135-025-1463734760;135-025;135-025;710;143-013;694;113-038;692;588
B14-000-100-1463736860;000-100;000-100;1366;105-050;668;053-013;663;996
X20-165-075-1463734890;165-075;165-075;1319;150-100;711;143-038;665;684
X21-135-050-1463737570;135-050;105-025;710;053-013;695;143-013;691;593
X22-105-000-1463736780;105-000;053-013;701;105-000;696;120-025;689;653
X5-045-025-1463736970;045-025;060-000;785;083-013;711;053-013;699;752
X1-165-025-1463734830;165-025;143-038;715;143-013;704;183-038;674;772
X8-023-013-1463736380;023-013;015-050;718;023-013;716;045-025;649;744
B14-000-100-1463738170;000-100;000-100;1343;105-050;675;038-038;671;1023
MB17-090-050-1463733940;090-050;053-013;699;083-013;684;098-038;679;564
X2-150-025-1463738050;150-025;150-025;739;183-013;690;143-013;679;555
X8-023-013-1463737020;023-013;015-050;743;023-013;719;038-038;647;708
B106-000-050-1463734940;000-050;000-050;1077;015-075;714;015-050;698;740
X4-075-025-1463734650;075-025;075-025;753;105-050;726;053-013;681;352
MB276-150-050-1463734620;150-050;150-050;1366;173-038;686;053-013;686;922
B14-000-100-1463734180;000-100;000-100;1303;105-050;684;053-013;676;1096
X25-015-050-1463737610;015-050;015-050;822;015-025;759;038-038;690;521
B14-000-100-1463736410;000-100;000-100;1333;038-038;683;105-050;673;1068
